DeviceName,DeviceType,Timestamp,UOM1,UOM1Value,UOM2,UOM2Value
GPS255,GPS,20240313 10:43:45,Latitude,49.3961646,Longitude,-111.1653161
GAS255,GAS,20240313 10:43:45,CF,11.7542330,PSI,1.141229
H2O255,H2O,20240313 10:43:45,CM,2.6728907,TEMPCelsius,27.6485810
ELEC256,ELECTRIC,20240313 10:43:45,kWH,28.2370909,kVA,4.6282633
GPS256,GPS,20240313 10:43:45,Latitude,51.5616071,Longitude,-110.3651083
GAS256,GAS,20240313 10:43:45,CF,60.7170098,PSI,0.3733425
H2O256,H2O,20240313 10:43:45,CM,66.2515264,TEMPCelsius,25.5487821
ELEC257,ELECTRIC,20240313 10:43:45,kWH,81.8859202,kVA,3.4121502
GPS257,GPS,20240313 10:43:45,Latitude,49.6846064,Longitude,-111.3392173
GAS257,GAS,20240313 10:43:45,CF,72.8192837,PSI,0.9533595
H2O257,H2O,20240313 10:43:45,CM,70.2624089,TEMPCelsius,2.8068808
ELEC258,ELECTRIC,20240313 10:43:45,kWH,81.8711366,kVA,2.5775081
GPS258,GPS,20240313 10:43:45,Latitude,50.4377090,Longitude,-111.7429856
GAS258,GAS,20240313 10:43:45,CF,38.6939789,PSI,1.4504107
H2O258,H2O,20240313 10:43:45,CM,29.4414176,TEMPCelsius,1.1955411
ELEC259,ELECTRIC,20240313 10:43:45,kWH,63.4872719,kVA,7.1022652
GPS259,GPS,20240313 10:43:45,Latitude,49.7477939,Longitude,-111.147300
GAS259,GAS,20240313 10:43:45,CF,12.5188192,PSI,0.5537658
H2O259,H2O,20240313 10:43:45,CM,43.8670254,TEMPCelsius,26.1260704
ELEC260,ELECTRIC,20240313 10:43:45,kWH,34.5928718,kVA,5.4980078
GPS260,GPS,20240313 10:43:45,Latitude,51.477466,Longitude,-110.1201745
GAS260,GAS,20240313 10:43:45,CF,62.3211346,PSI,0.6679184
H2O260,H2O,20240313 10:43:45,CM,32.4587521,TEMPCelsius,2.3892194
ELEC261,ELECTRIC,20240313 10:43:45,kWH,66.502787,kVA,8.2773463
GPS261,GPS,20240313 10:43:45,Latitude,51.9245455,Longitude,-110.78760
GAS261,GAS,20240313 10:43:45,CF,37.2080370,PSI,1.66822
H2O261,H2O,20240313 10:43:45,CM,53.8325262,TEMPCelsius,1.9493447
ELEC262,ELECTRIC,20240313 10:43:45,kWH,71.226668,kVA,1.7690549
GPS262,GPS,20240313 10:43:45,Latitude,50.3404761,Longitude,-110.8078236
GAS262,GAS,20240313 10:43:45,CF,5.7769967,PSI,0.7213548
H2O262,H2O,20240313 10:43:45,CM,46.7434568,TEMPCelsius,20.6276142
ELEC263,ELECTRIC,20240313 10:43:45,kWH,85.5809645,kVA,7.9240076
GPS263,GPS,20240313 10:43:45,Latitude,49.1700317,Longitude,-110.3496628
GAS263,GAS,20240313 10:43:45,CF,55.4506001,PSI,0.1432917
H2O263,H2O,20240313 10:43:45,CM,95.6049045,TEMPCelsius,0.855471
ELEC264,ELECTRIC,20240313 10:43:45,kWH,28.5962080,kVA,9.2517678
GPS264,GPS,20240313 10:43:45,Latitude,49.5769595,Longitude,-111.6247889
GAS264,GAS,20240313 10:43:45,CF,94.9539008,PSI,0.7011900
H2O264,H2O,20240313 10:43:45,CM,24.7104970,TEMPCelsius,3.6548247
ELEC265,ELECTRIC,20240313 10:43:45,kWH,92.4962042,kVA,7.1592848
GPS265,GPS,20240313 10:43:45,Latitude,50.5592414,Longitude,-111.9111652
GAS265,GAS,20240313 10:43:45,CF,9.7292664,PSI,1.3162849
H2O265,H2O,20240313 10:43:45,CM,26.5608970,TEMPCelsius,25.8865487
ELEC266,ELECTRIC,20240313 10:43:45,kWH,68.4300180,kVA,3.2563639
GPS266,GPS,20240313 10:43:45,Latitude,49.9518878,Longitude,-110.973425
GAS266,GAS,20240313 10:43:45,CF,75.947912,PSI,0.609758
H2O266,H2O,20240313 10:43:45,CM,15.9651988,TEMPCelsius,1.955406
ELEC267,ELECTRIC,20240313 10:43:45,kWH,86.7587554,kVA,4.1397679
GPS267,GPS,20240313 10:43:45,Latitude,50.517307,Longitude,-110.4636858
GAS267,GAS,20240313 10:43:45,CF,91.4747887,PSI,1.1765666
H2O267,H2O,20240313 10:43:45,CM,36.5219365,TEMPCelsius,25.2413012
ELEC268,ELECTRIC,20240313 10:43:45,kWH,96.3771856,kVA,4.5100689
GPS268,GPS,20240313 10:43:45,Latitude,51.988163,Longitude,-110.9559322
GAS268,GAS,20240313 10:43:45,CF,91.7540970,PSI,0.6740233
H2O268,H2O,20240313 10:43:45,CM,89.1528810,TEMPCelsius,5.7195039
ELEC269,ELECTRIC,20240313 10:43:45,kWH,21.3955779,kVA,1.9024009
GPS269,GPS,20240313 10:43:45,Latitude,50.8491732,Longitude,-110.3125601
GAS269,GAS,20240313 10:43:45,CF,23.7510793,PSI,0.2374885
H2O269,H2O,20240313 10:43:45,CM,3.6751824,TEMPCelsius,12.7211999
ELEC270,ELECTRIC,20240313 10:43:45,kWH,98.1121306,kVA,1.3398011
GPS270,GPS,20240313 10:43:45,Latitude,49.4949580,Longitude,-111.3299512
GAS270,GAS,20240313 10:43:45,CF,89.7881039,PSI,1.4518004
H2O270,H2O,20240313 10:43:45,CM,10.5067682,TEMPCelsius,24.29672
ELEC271,ELECTRIC,20240313 10:43:45,kWH,37.7159369,kVA,3.3819614
GPS271,GPS,20240313 10:43:45,Latitude,50.9616209,Longitude,-111.4153389
GAS271,GAS,20240313 10:43:45,CF,15.1239855,PSI,1.8174419
H2O271,H2O,20240313 10:43:45,CM,65.3154570,TEMPCelsius,-3.1139760
ELEC272,ELECTRIC,20240313 10:43:45,kWH,80.5144710,kVA,1.153097
GPS272,GPS,20240313 10:43:45,Latitude,51.2000338,Longitude,-111.9282875
GAS272,GAS,20240313 10:43:45,CF,47.7394508,PSI,0.8719736
H2O272,H2O,20240313 10:43:45,CM,71.5611111,TEMPCelsius,5.6175072
ELEC273,ELECTRIC,20240313 10:43:45,kWH,4.4810679,kVA,5.7009263
GPS273,GPS,20240313 10:43:45,Latitude,51.928429,Longitude,-111.131826
GAS273,GAS,20240313 10:43:45,CF,77.4712098,PSI,0.787713
H2O273,H2O,20240313 10:43:45,CM,40.4492003,TEMPCelsius,13.5465488
ELEC274,ELECTRIC,20240313 10:43:45,kWH,63.2157392,kVA,6.6263545
GPS274,GPS,20240313 10:43:45,Latitude,49.8341132,Longitude,-110.6815558
GAS274,GAS,20240313 10:43:45,CF,34.3114052,PSI,1.148990
H2O274,H2O,20240313 10:43:45,CM,25.476009,TEMPCelsius,1.1389638
ELEC275,ELECTRIC,20240313 10:43:45,kWH,16.7781417,kVA,5.672191
GPS275,GPS,20240313 10:43:45,Latitude,51.1111616,Longitude,-110.6846364
GAS275,GAS,20240313 10:43:45,CF,49.2154231,PSI,0.101674
H2O275,H2O,20240313 10:43:45,CM,9.446307,TEMPCelsius,25.5668255
ELEC276,ELECTRIC,20240313 10:43:45,kWH,99.9388618,kVA,5.5379705
GPS276,GPS,20240313 10:43:45,Latitude,51.8308941,Longitude,-110.436958
GAS276,GAS,20240313 10:43:45,CF,37.2334822,PSI,1.8895652
H2O276,H2O,20240313 10:43:45,CM,47.3246648,TEMPCelsius,9.4007192
ELEC277,ELECTRIC,20240313 10:43:45,kWH,0.2460056,kVA,5.5662290
GPS277,GPS,20240313 10:43:45,Latitude,50.1805263,Longitude,-110.9512318
GAS277,GAS,20240313 10:43:45,CF,14.4853196,PSI,1.4151382
H2O277,H2O,20240313 10:43:45,CM,67.347050,TEMPCelsius,4.1098547
ELEC278,ELECTRIC,20240313 10:43:45,kWH,77.2656137,kVA,1.1414608
GPS278,GPS,20240313 10:43:45,Latitude,51.7174675,Longitude,-110.448504
GAS278,GAS,20240313 10:43:45,CF,83.8736122,PSI,0.9235498
H2O278,H2O,20240313 10:43:45,CM,38.8398048,TEMPCelsius,5.9505074
ELEC279,ELECTRIC,20240313 10:43:45,kWH,65.5676045,kVA,8.6593284
GPS279,GPS,20240313 10:43:45,Latitude,50.293712,Longitude,-110.4508601
GAS279,GAS,20240313 10:43:45,CF,74.3650763,PSI,0.1248919
H2O279,H2O,20240313 10:43:45,CM,82.9496264,TEMPCelsius,15.4242728
ELEC280,ELECTRIC,20240313 10:43:45,kWH,46.1802176,kVA,9.1776002
GPS280,GPS,20240313 10:43:45,Latitude,51.4123036,Longitude,-110.1727108
GAS280,GAS,20240313 10:43:45,CF,66.586899,PSI,0.1850227
H2O280,H2O,20240313 10:43:45,CM,42.4321346,TEMPCelsius,25.5479424
ELEC281,ELECTRIC,20240313 10:43:45,kWH,35.3641735,kVA,3.6251556
GPS281,GPS,20240313 10:43:45,Latitude,51.2215303,Longitude,-110.2859170
GAS281,GAS,20240313 10:43:45,CF,63.4007358,PSI,1.8206610
H2O281,H2O,20240313 10:43:45,CM,9.9407905,TEMPCelsius,6.2960354
ELEC282,ELECTRIC,20240313 10:43:45,kWH,82.3891311,kVA,5.1115639
GPS282,GPS,20240313 10:43:45,Latitude,50.4816358,Longitude,-110.9301903
GAS282,GAS,20240313 10:43:45,CF,36.6615331,PSI,0.1941097
H2O282,H2O,20240313 10:43:45,CM,54.5924007,TEMPCelsius,17.1524683
ELEC283,ELECTRIC,20240313 10:43:45,kWH,88.7111253,kVA,0.7126030
GPS283,GPS,20240313 10:43:45,Latitude,50.7115977,Longitude,-111.3065645
GAS283,GAS,20240313 10:43:45,CF,89.5948268,PSI,1.150347
H2O283,H2O,20240313 10:43:45,CM,92.1121603,TEMPCelsius,12.9353507
ELEC284,ELECTRIC,20240313 10:43:45,kWH,93.4222349,kVA,3.7479718
GPS284,GPS,20240313 10:43:45,Latitude,51.1721162,Longitude,-110.8352524
GAS284,GAS,20240313 10:43:45,CF,36.8943642,PSI,0.4431987
H2O284,H2O,20240313 10:43:45,CM,83.4090394,TEMPCelsius,14.1313775
ELEC285,ELECTRIC,20240313 10:43:45,kWH,98.3284362,kVA,8.2367377
GPS285,GPS,20240313 10:43:45,Latitude,49.9571323,Longitude,-110.6508340
GAS285,GAS,20240313 10:43:45,CF,70.2851164,PSI,1.248172
H2O285,H2O,20240313 10:43:45,CM,73.6671791,TEMPCelsius,14.6441444
ELEC286,ELECTRIC,20240313 10:43:45,kWH,20.430113,kVA,3.4006602
GPS286,GPS,20240313 10:43:45,Latitude,49.3329571,Longitude,-111.6759322
GAS286,GAS,20240313 10:43:45,CF,21.6872277,PSI,0.8180751
H2O286,H2O,20240313 10:43:45,CM,90.5987128,TEMPCelsius,15.5451512
ELEC287,ELECTRIC,20240313 10:43:45,kWH,38.1484892,kVA,8.9270500
GPS287,GPS,20240313 10:43:45,Latitude,51.5800045,Longitude,-111.6582438
GAS287,GAS,20240313 10:43:45,CF,95.3761298,PSI,0.8651472
H2O287,H2O,20240313 10:43:45,CM,50.9590955,TEMPCelsius,22.9859595
ELEC288,ELECTRIC,20240313 10:43:45,kWH,20.2284596,kVA,3.3906598
GPS288,GPS,20240313 10:43:45,Latitude,49.9177237,Longitude,-111.7361870
GAS288,GAS,20240313 10:43:45,CF,64.8141230,PSI,1.727236
H2O288,H2O,20240313 10:43:45,CM,88.8383956,TEMPCelsius,18.2251349
ELEC289,ELECTRIC,20240313 10:43:45,kWH,87.7977666,kVA,7.852343
GPS289,GPS,20240313 10:43:45,Latitude,49.9777228,Longitude,-111.4798030
GAS289,GAS,20240313 10:43:45,CF,10.6893614,PSI,0.4001569
H2O289,H2O,20240313 10:43:45,CM,88.8304669,TEMPCelsius,21.4580013
ELEC290,ELECTRIC,20240313 10:43:45,kWH,38.2782768,kVA,9.5069891
GPS290,GPS,20240313 10:43:45,Latitude,49.5253674,Longitude,-110.1955210
GAS290,GAS,20240313 10:43:45,CF,80.8944838,PSI,0.5643787
H2O290,H2O,20240313 10:43:45,CM,43.6603576,TEMPCelsius,2.3145892
ELEC291,ELECTRIC,20240313 10:43:45,kWH,45.2794120,kVA,3.5389708
GPS291,GPS,20240313 10:43:45,Latitude,50.8982004,Longitude,-111.3099768
GAS291,GAS,20240313 10:43:45,CF,75.8575335,PSI,0.8742040
H2O291,H2O,20240313 10:43:45,CM,46.1917087,TEMPCelsius,11.5351711
ELEC292,ELECTRIC,20240313 10:43:45,kWH,61.4519098,kVA,9.4590887
GPS292,GPS,20240313 10:43:45,Latitude,49.4404575,Longitude,-111.5527823
GAS292,GAS,20240313 10:43:45,CF,35.287993,PSI,1.9839072
H2O292,H2O,20240313 10:43:45,CM,30.2068281,TEMPCelsius,10.5548809
ELEC293,ELECTRIC,20240313 10:43:45,kWH,55.3810129,kVA,2.4108764
GPS293,GPS,20240313 10:43:45,Latitude,49.680698,Longitude,-111.8961499
GAS293,GAS,20240313 10:43:45,CF,82.7050792,PSI,1.9042398
H2O293,H2O,20240313 10:43:45,CM,67.9935570,TEMPCelsius,6.2722784
ELEC294,ELECTRIC,20240313 10:43:45,kWH,2.1300197,kVA,2.5217760
GPS294,GPS,20240313 10:43:45,Latitude,49.7006495,Longitude,-110.4688015
GAS294,GAS,20240313 10:43:45,CF,53.6951581,PSI,0.2713086
H2O294,H2O,20240313 10:43:45,CM,16.7620053,TEMPCelsius,20.3722602
ELEC295,ELECTRIC,20240313 10:43:45,kWH,65.3371727,kVA,7.4361205
GPS295,GPS,20240313 10:43:45,Latitude,50.3182022,Longitude,-111.4192201
GAS295,GAS,20240313 10:43:45,CF,92.4036519,PSI,1.1926989
H2O295,H2O,20240313 10:43:45,CM,89.9147703,TEMPCelsius,18.8363271
ELEC296,ELECTRIC,20240313 10:43:45,kWH,29.589776,kVA,4.4521217
GPS296,GPS,20240313 10:43:45,Latitude,49.6054147,Longitude,-111.3805353
GAS296,GAS,20240313 10:43:45,CF,86.7418049,PSI,0.4591364
H2O296,H2O,20240313 10:43:45,CM,56.2547520,TEMPCelsius,0.7079098
ELEC297,ELECTRIC,20240313 10:43:45,kWH,3.3399214,kVA,1.7342330
GPS297,GPS,20240313 10:43:45,Latitude,50.1865289,Longitude,-110.8966922
GAS297,GAS,20240313 10:43:45,CF,33.818923,PSI,1.1694112
H2O297,H2O,20240313 10:43:45,CM,52.9015724,TEMPCelsius,3.4281292
ELEC298,ELECTRIC,20240313 10:43:45,kWH,80.6950020,kVA,5.2913031
GPS298,GPS,20240313 10:43:45,Latitude,50.2841565,Longitude,-110.5856729
GAS298,GAS,20240313 10:43:45,CF,50.935108,PSI,0.2252323
H2O298,H2O,20240313 10:43:45,CM,2.5061176,TEMPCelsius,3.8974292
ELEC299,ELECTRIC,20240313 10:43:45,kWH,58.2953364,kVA,6.5383624
GPS299,GPS,20240313 10:43:45,Latitude,51.257965,Longitude,-111.7591343
GAS299,GAS,20240313 10:43:45,CF,61.9217323,PSI,1.5107217
H2O299,H2O,20240313 10:43:45,CM,30.6672377,TEMPCelsius,25.3121586
ELEC300,ELECTRIC,20240313 10:43:45,kWH,84.6363919,kVA,4.345018
GPS300,GPS,20240313 10:43:45,Latitude,49.5438289,Longitude,-111.4575089
GAS300,GAS,20240313 10:43:45,CF,0.5090041,PSI,0.1105532
H2O300,H2O,20240313 10:43:45,CM,0.7535331,TEMPCelsius,7.6877131
ELEC301,ELECTRIC,20240313 10:43:45,kWH,96.7928947,kVA,6.9588237
GPS301,GPS,20240313 10:43:45,Latitude,49.8671681,Longitude,-111.7611027
GAS301,GAS,20240313 10:43:45,CF,53.764583,PSI,0.8641013
H2O301,H2O,20240313 10:43:45,CM,34.7724234,TEMPCelsius,8.4342217
ELEC302,ELECTRIC,20240313 10:43:45,kWH,12.1406254,kVA,7.9651425
GPS302,GPS,20240313 10:43:45,Latitude,49.1574741,Longitude,-110.4904088
GAS302,GAS,20240313 10:43:45,CF,36.1883022,PSI,0.5102059
H2O302,H2O,20240313 10:43:45,CM,39.476738,TEMPCelsius,28.3768441
ELEC303,ELECTRIC,20240313 10:43:45,kWH,69.4841444,kVA,6.3994668
GPS303,GPS,20240313 10:43:45,Latitude,49.2368363,Longitude,-111.7679074
GAS303,GAS,20240313 10:43:45,CF,8.280976,PSI,0.9713375
H2O303,H2O,20240313 10:43:45,CM,13.1068107,TEMPCelsius,4.6916377
ELEC304,ELECTRIC,20240313 10:43:45,kWH,11.2910941,kVA,3.5049802
GPS304,GPS,20240313 10:43:45,Latitude,51.1501416,Longitude,-110.6398840
GAS304,GAS,20240313 10:43:45,CF,66.1178160,PSI,0.6986600
H2O304,H2O,20240313 10:43:45,CM,42.1482146,TEMPCelsius,12.1803576
ELEC305,ELECTRIC,20240313 10:43:45,kWH,73.4546148,kVA,3.778897
GPS305,GPS,20240313 10:43:45,Latitude,50.7326320,Longitude,-111.6204363
GAS305,GAS,20240313 10:43:45,CF,44.6159408,PSI,0.3377539
H2O305,H2O,20240313 10:43:45,CM,9.9205102,TEMPCelsius,14.8495301
ELEC306,ELECTRIC,20240313 10:43:45,kWH,47.3798169,kVA,0.7161851
GPS306,GPS,20240313 10:43:45,Latitude,51.871338,Longitude,-111.2174598
GAS306,GAS,20240313 10:43:45,CF,74.2295752,PSI,0.2626377
H2O306,H2O,20240313 10:43:45,CM,6.7172948,TEMPCelsius,11.5703477
ELEC307,ELECTRIC,20240313 10:43:45,kWH,61.202355,kVA,8.8568487
GPS307,GPS,20240313 10:43:45,Latitude,51.3395613,Longitude,-111.5200385
GAS307,GAS,20240313 10:43:45,CF,83.9660334,PSI,0.1051670
H2O307,H2O,20240313 10:43:45,CM,66.9118227,TEMPCelsius,11.1173877
ELEC308,ELECTRIC,20240313 10:43:45,kWH,95.8223809,kVA,7.6850806
GPS308,GPS,20240313 10:43:45,Latitude,49.4275027,Longitude,-110.9467309
GAS308,GAS,20240313 10:43:45,CF,92.873456,PSI,0.6681178
H2O308,H2O,20240313 10:43:45,CM,93.8500400,TEMPCelsius,21.9604842
ELEC309,ELECTRIC,20240313 10:43:45,kWH,55.3033970,kVA,1.9992946
GPS309,GPS,20240313 10:43:45,Latitude,49.5943625,Longitude,-110.5763994
GAS309,GAS,20240313 10:43:45,CF,41.8321900,PSI,0.6800494
H2O309,H2O,20240313 10:43:45,CM,3.9380508,TEMPCelsius,3.4129147
ELEC310,ELECTRIC,20240313 10:43:45,kWH,15.1608995,kVA,1.1210398
GPS310,GPS,20240313 10:43:45,Latitude,50.8919718,Longitude,-110.5881651
GAS310,GAS,20240313 10:43:45,CF,80.9405903,PSI,0.2628108
H2O310,H2O,20240313 10:43:45,CM,62.8429867,TEMPCelsius,17.9109018
ELEC311,ELECTRIC,20240313 10:43:45,kWH,29.6861349,kVA,0.8334624
GPS311,GPS,20240313 10:43:45,Latitude,50.7415046,Longitude,-111.9790555
GAS311,GAS,20240313 10:43:45,CF,62.7772405,PSI,1.4369409
H2O311,H2O,20240313 10:43:45,CM,34.1247090,TEMPCelsius,9.25933
ELEC312,ELECTRIC,20240313 10:43:45,kWH,63.9296426,kVA,5.5645625
GPS312,GPS,20240313 10:43:45,Latitude,49.8130685,Longitude,-111.9660585
GAS312,GAS,20240313 10:43:45,CF,90.6133669,PSI,1.1962320
H2O312,H2O,20240313 10:43:45,CM,44.6739839,TEMPCelsius,12.3262162
ELEC313,ELECTRIC,20240313 10:43:45,kWH,84.507241,kVA,9.1862424
GPS313,GPS,20240313 10:43:45,Latitude,49.6057183,Longitude,-110.4733250
GAS313,GAS,20240313 10:43:45,CF,83.1109029,PSI,1.732821
H2O313,H2O,20240313 10:43:45,CM,59.9807298,TEMPCelsius,-2.2988902
ELEC314,ELECTRIC,20240313 10:43:45,kWH,69.5175444,kVA,2.8203601
GPS314,GPS,20240313 10:43:45,Latitude,49.9465043,Longitude,-111.730623
GAS314,GAS,20240313 10:43:45,CF,17.7833967,PSI,0.1724222
H2O314,H2O,20240313 10:43:45,CM,68.7985235,TEMPCelsius,10.2808461
ELEC315,ELECTRIC,20240313 10:43:45,kWH,91.1415003,kVA,8.8664298
GPS315,GPS,20240313 10:43:45,Latitude,51.5690894,Longitude,-110.4379084
GAS315,GAS,20240313 10:43:45,CF,41.9926222,PSI,1.2480749
H2O315,H2O,20240313 10:43:45,CM,74.7713464,TEMPCelsius,10.3656781
ELEC316,ELECTRIC,20240313 10:43:45,kWH,31.5772794,kVA,3.4857452
GPS316,GPS,20240313 10:43:45,Latitude,49.6157040,Longitude,-111.8380244
GAS316,GAS,20240313 10:43:45,CF,12.2627567,PSI,1.7866226
H2O316,H2O,20240313 10:43:45,CM,57.5708849,TEMPCelsius,25.9165251
ELEC317,ELECTRIC,20240313 10:43:45,kWH,29.6017009,kVA,9.8294847
GPS317,GPS,20240313 10:43:45,Latitude,51.9509950,Longitude,-111.8894872
GAS317,GAS,20240313 10:43:45,CF,30.9990287,PSI,1.2929443
H2O317,H2O,20240313 10:43:45,CM,95.3485352,TEMPCelsius,26.7114722
ELEC318,ELECTRIC,20240313 10:43:45,kWH,56.9293685,kVA,4.1459274
GPS318,GPS,20240313 10:43:45,Latitude,51.7965458,Longitude,-110.3823489
GAS318,GAS,20240313 10:43:45,CF,37.1649017,PSI,1.6301700
H2O318,H2O,20240313 10:43:45,CM,7.471031,TEMPCelsius,12.5822069
ELEC319,ELECTRIC,20240313 10:43:45,kWH,42.6637573,kVA,8.3749577
GPS319,GPS,20240313 10:43:45,Latitude,50.9701565,Longitude,-111.4040049
GAS319,GAS,20240313 10:43:45,CF,25.6503945,PSI,1.9374850
H2O319,H2O,20240313 10:43:45,CM,48.7623738,TEMPCelsius,-3.9477838
ELEC320,ELECTRIC,20240313 10:43:45,kWH,19.6625076,kVA,1.7355481
GPS320,GPS,20240313 10:43:45,Latitude,50.3981856,Longitude,-110.2961101
GAS320,GAS,20240313 10:43:45,CF,4.6302694,PSI,0.4510174
H2O320,H2O,20240313 10:43:45,CM,98.3588041,TEMPCelsius,-2.4584249
ELEC321,ELECTRIC,20240313 10:43:45,kWH,9.1095271,kVA,1.7861957
GPS321,GPS,20240313 10:43:45,Latitude,50.5469878,Longitude,-111.48317
GAS321,GAS,20240313 10:43:45,CF,10.5567679,PSI,1.2475554
H2O321,H2O,20240313 10:43:45,CM,11.3727926,TEMPCelsius,25.4844143
ELEC322,ELECTRIC,20240313 10:43:45,kWH,87.7871986,kVA,9.5327109
GPS322,GPS,20240313 10:43:45,Latitude,49.1704538,Longitude,-110.3131605
GAS322,GAS,20240313 10:43:45,CF,50.5477840,PSI,0.4695398
H2O322,H2O,20240313 10:43:45,CM,73.9855208,TEMPCelsius,15.1104266
ELEC323,ELECTRIC,20240313 10:43:45,kWH,99.5371097,kVA,7.7523512
GPS323,GPS,20240313 10:43:45,Latitude,51.1345173,Longitude,-110.3503917
GAS323,GAS,20240313 10:43:45,CF,94.897292,PSI,1.3351176
H2O323,H2O,20240313 10:43:45,CM,90.7753831,TEMPCelsius,28.9381695
ELEC324,ELECTRIC,20240313 10:43:45,kWH,8.828648,kVA,8.4209838
GPS324,GPS,20240313 10:43:45,Latitude,50.7502478,Longitude,-110.7157946
GAS324,GAS,20240313 10:43:45,CF,62.1783413,PSI,0.8665309
H2O324,H2O,20240313 10:43:45,CM,63.8194119,TEMPCelsius,0.8813644
ELEC325,ELECTRIC,20240313 10:43:45,kWH,91.9113269,kVA,5.8242308
GPS325,GPS,20240313 10:43:45,Latitude,50.8533908,Longitude,-111.4012346
GAS325,GAS,20240313 10:43:45,CF,92.5994854,PSI,1.6861795
H2O325,H2O,20240313 10:43:45,CM,69.4961253,TEMPCelsius,13.6117915
ELEC326,ELECTRIC,20240313 10:43:45,kWH,97.5894065,kVA,3.1549841
GPS326,GPS,20240313 10:43:45,Latitude,51.4512412,Longitude,-111.6804994
GAS326,GAS,20240313 10:43:45,CF,31.1605174,PSI,1.3688929
H2O326,H2O,20240313 10:43:45,CM,53.8485429,TEMPCelsius,8.1761039
ELEC327,ELECTRIC,20240313 10:43:45,kWH,40.4563645,kVA,4.8829907
GPS327,GPS,20240313 10:43:45,Latitude,51.1354719,Longitude,-111.1762311
GAS327,GAS,20240313 10:43:45,CF,64.6089947,PSI,0.9007255
H2O327,H2O,20240313 10:43:45,CM,43.9843820,TEMPCelsius,1.4765691
ELEC328,ELECTRIC,20240313 10:43:45,kWH,93.6590110,kVA,7.2737726
GPS328,GPS,20240313 10:43:45,Latitude,49.4327190,Longitude,-110.8216746
GAS328,GAS,20240313 10:43:45,CF,98.335693,PSI,0.6421035
H2O328,H2O,20240313 10:43:45,CM,14.8340350,TEMPCelsius,20.3732840
ELEC329,ELECTRIC,20240313 10:43:45,kWH,45.2374868,kVA,5.1961366
GPS329,GPS,20240313 10:43:45,Latitude,49.97966,Longitude,-111.1159014
GAS329,GAS,20240313 10:43:45,CF,71.444083,PSI,1.4381102
H2O329,H2O,20240313 10:43:45,CM,1.8330077,TEMPCelsius,12.3369129
ELEC330,ELECTRIC,20240313 10:43:45,kWH,5.2297934,kVA,9.7639974
GPS330,GPS,20240313 10:43:45,Latitude,49.3964897,Longitude,-111.2127230
GAS330,GAS,20240313 10:43:45,CF,9.1503596,PSI,0.4896580
H2O330,H2O,20240313 10:43:45,CM,57.151025,TEMPCelsius,7.8160381
ELEC331,ELECTRIC,20240313 10:43:45,kWH,30.6654729,kVA,3.2577821
GPS331,GPS,20240313 10:43:45,Latitude,51.773589,Longitude,-110.8491849
GAS331,GAS,20240313 10:43:45,CF,27.8770130,PSI,0.2170911
H2O331,H2O,20240313 10:43:45,CM,59.763832,TEMPCelsius,8.8620342
ELEC332,ELECTRIC,20240313 10:43:45,kWH,55.9131101,kVA,9.7087406
GPS332,GPS,20240313 10:43:45,Latitude,49.1323757,Longitude,-110.2786490
GAS332,GAS,20240313 10:43:45,CF,97.3628338,PSI,0.9646004
H2O332,H2O,20240313 10:43:45,CM,61.2453525,TEMPCelsius,8.7521496
ELEC333,ELECTRIC,20240313 10:43:45,kWH,55.6084532,kVA,1.183736
GPS333,GPS,20240313 10:43:45,Latitude,50.2861724,Longitude,-110.1209491
GAS333,GAS,20240313 10:43:45,CF,65.2305317,PSI,0.8729070
H2O333,H2O,20240313 10:43:45,CM,2.385073,TEMPCelsius,0.6524285
ELEC334,ELECTRIC,20240313 10:43:45,kWH,92.7021325,kVA,7.129025
GPS334,GPS,20240313 10:43:45,Latitude,50.6102471,Longitude,-111.4932168
GAS334,GAS,20240313 10:43:45,CF,28.2715941,PSI,1.9599558
H2O334,H2O,20240313 10:43:45,CM,71.3449580,TEMPCelsius,1.956863
ELEC335,ELECTRIC,20240313 10:43:45,kWH,76.9579966,kVA,5.1703942
GPS335,GPS,20240313 10:43:45,Latitude,49.7441347,Longitude,-111.8844452
GAS335,GAS,20240313 10:43:45,CF,56.765477,PSI,0.7755982
H2O335,H2O,20240313 10:43:45,CM,55.6887427,TEMPCelsius,7.368623
ELEC336,ELECTRIC,20240313 10:43:45,kWH,58.4913835,kVA,9.8260213
GPS336,GPS,20240313 10:43:45,Latitude,49.7159683,Longitude,-111.677549
GAS336,GAS,20240313 10:43:45,CF,95.2003739,PSI,1.3590853
H2O336,H2O,20240313 10:43:45,CM,18.9902156,TEMPCelsius,23.1870929
ELEC337,ELECTRIC,20240313 10:43:45,kWH,32.3776714,kVA,9.8603821
GPS337,GPS,20240313 10:43:45,Latitude,51.6160298,Longitude,-110.4814547
GAS337,GAS,20240313 10:43:45,CF,59.4059987,PSI,1.6718293
H2O337,H2O,20240313 10:43:45,CM,3.6543685,TEMPCelsius,12.7526430
ELEC338,ELECTRIC,20240313 10:43:45,kWH,13.2896986,kVA,6.7777164
GPS338,GPS,20240313 10:43:45,Latitude,50.9787320,Longitude,-111.3067305
GAS338,GAS,20240313 10:43:45,CF,26.9541569,PSI,0.6485839
H2O338,H2O,20240313 10:43:45,CM,66.523468,TEMPCelsius,5.2068598
